gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSAPLG00000000830	43.3036843102652	2.70956440899825	0.604796905673534	4.53788337080988e-07	0.000820555196520696
ENSAPLG00000001108	22.7394279689614	2.03081456541245	0.431641305283734	3.58256819246117e-07	0.000736576020370016
ENSAPLG00000001183	1729.21804048598	1.72603870254917	0.658299159633067	9.07989236881483e-06	0.00622275290342777
ENSAPLG00000001610	4249.24622160036	3.22846956488565	1.01311678133658	2.39406519516886e-06	0.00246109902063359
ENSAPLG00000002252	1426.83812267756	2.80018709178918	0.438323402732965	5.17541457781153e-11	3.19219571159415e-07
ENSAPLG00000002904	2931.32514975855	2.34411489167859	0.436417000323524	2.80049582991095e-08	8.63672913944536e-05
ENSAPLG00000005382	233.266807749215	3.77615657506344	0.569447826128423	4.09299718317738e-12	6.33569803612659e-08
ENSAPLG00000005501	455.258150901788	1.45554120725823	0.863592933206266	3.23176074127947e-05	0.0170858573590387
ENSAPLG00000006987	256.628508577902	2.26112538678931	0.41493094014518	2.01533540249409e-08	7.45835325755014e-05
ENSAPLG00000007508	361.561506996116	2.73611369411007	0.549889810567776	1.11267952199211e-07	0.000294128883927744
ENSAPLG00000010171	2774.43871968685	1.6789160920428	0.466190636838759	2.63281278946995e-06	0.00251833296419058
ENSAPLG00000010356	1990.30239191661	1.1480092666217	0.914601610025428	6.7732325727979e-05	0.0329820777702769
ENSAPLG00000010386	506.402944547226	2.38327974017225	0.527077612908681	4.87792215830504e-07	0.000820555196520696
ENSAPLG00000011206	2637.74306743957	1.44189279956929	0.405847040713052	2.72193359726608e-06	0.00251833296419058
ENSAPLG00000011338	938.066473026484	1.34667463278603	0.480369157068482	6.83729704736137e-06	0.00506069378257499
ENSAPLG00000011810	480.686349100844	2.26237328102803	0.575337970903377	1.50913786090876e-06	0.00186167246521705
ENSAPLG00000012383	12.3153516713048	2.45712699882268	2.10452826445982	2.07836689552584e-05	0.012037286581755
ENSAPLG00000012752	399.242444589872	2.14865078609311	0.787414171435681	7.50252439060104e-06	0.00533948889706468
ENSAPLG00000013187	278.954721395685	2.20343282502207	0.458498876081972	2.5669624051808e-07	0.00059373840431832
ENSAPLG00000013226	3017.41081828016	1.47738674718042	0.341024884364204	8.40478398508311e-07	0.00119632402199983
ENSAPLG00000014604	835.510744241136	0.963550481810959	0.936257040601489	0.000109676549259401	0.0483203539879991
ENSAPLG00000014881	305.6556901338	1.71190341259771	0.457226194865465	2.1652602464713e-06	0.00246109902063359
ENSAPLG00000015091	888.012201664282	1.53237839330168	0.735490633247218	1.81176095146013e-05	0.011560284360627
ENSAPLG00000015955	348.609367648242	1.59493419895406	0.434800843789537	2.38908439064855e-06	0.00246109902063359
ENSAPLG00000015976	377.04731900474	5.11301961067825	0.811422632688485	6.84792265037461e-12	6.33569803612659e-08
ENSAPLG00000017215	213.534492806065	2.17257115691223	0.549980678254002	1.50606018310329e-06	0.00186167246521705
ENSAPLG00000018065	6.8560180516058	-3.07741600395769	2.37598863925064	5.55604597387395e-06	0.00428371144585681
ENSAPLG00000019749	294.957825717812	1.01614970272656	0.791219243608679	6.14703951832014e-05	0.0307418430397286
ENSAPLG00000020060	107.474105859586	0.729504214892114	0.699870197240551	9.43439279155865e-05	0.042579025418293
ENSAPLG00000020439	53.0350273264748	2.74176267788533	0.833182697313198	2.96928630636679e-06	0.00261636541966719
ENSAPLG00000020790	78.3951948426478	3.23530173367809	1.25877171152434	4.54882487360332e-06	0.00382597524823436
ENSAPLG00000022011	53.0887568503644	2.13902628964241	1.27688915990209	2.67996191480047e-05	0.0150272773549903
ENSAPLG00000022262	2277.15134837344	1.79123376453228	1.54528528042154	6.04830010686887e-05	0.0307418430397286
ENSAPLG00000022295	468.853464624528	1.174493763168	0.609295241372109	2.08167515464851e-05	0.012037286581755
ENSAPLG00000022634	54.2290626079753	1.9527833508257	0.972916094141525	1.92036350510814e-05	0.011844802099507
ENSAPLG00000023370	164.606193462173	2.69993583274512	0.477196491995415	4.8269272207054e-09	2.23293653229832e-05
ENSAPLG00000023763	979.892109924696	1.60564684857331	0.366986424017896	7.82827024449628e-07	0.00119632402199983
ENSAPLG00000027465	50.8554888191954	1.95274107331	1.16862398917839	2.9727179336151e-05	0.0161785801892982
ENSAPLG00000028652	607.925471703043	0.609638122329017	0.579941060427414	8.12691129740149e-05	0.0375950916617793
ENSAPLG00000029084	172.144604436184	1.95701562384465	0.635469233175139	5.088379559349e-06	0.00409371197244321
ENSAPLG00000029878	13.2079255582738	1.61557870077891	1.54874932353827	7.91398740751084e-05	0.0375488264073283
ENSAPLG00000030443	517.405196151182	1.27006687831021	0.575629876157994	1.445715519913e-05	0.00955411427873935
